utsa-roadrunners,Conference,0,4,0
utsa-roadrunners,Overall,0,0,0
ut-rio-grande-valley-vaqueros,Conference,0,0,0
ut-rio-grande-valley-vaqueros,Overall,0,0,0
army-black-knights,Conference,0,4,0
army-black-knights,Overall,0,0,0
bryant-bulldogs,Conference,0,0,0
bryant-bulldogs,Overall,0,0,0
wisconsin-badgers,Conference,0,7,0
wisconsin-badgers,Overall,0,0,0
notre-dame-fighting-irish,Conference,0,0,0
notre-dame-fighting-irish,Overall,0,0,0
florida-state-seminoles,Conference,0,6,0
florida-state-seminoles,Overall,0,0,0
smu-mustangs,Conference,0,2,0
smu-mustangs,Overall,0,0,0
